,X_cols,X_rows,_algo,_code_bits,_ncodebooks,_quantize,corr_mean,corr_std,dataset,eval_time_secs,fracs_below_max_50th,fracs_below_max_90th,fracs_below_max_mean,fracs_below_max_std,mse_mean,mse_std,norm_mean,nqueries,opq_iters,recall@1,recall@10,recall@100,recall@1000,recall@5,recall@50,recall@500,rel_err_mean,rel_err_sq_mean,rel_err_sq_std,rel_err_std,rot_sz
0,512,10000,Bolt,4,16,True,0.7596191627442693,0.15727430418156774,LabelMe,6.715357065200806,0.00895,0.0377,0.02941328125,0.08150733227282929,385023.33692573145,353559.2074233421,True,256,0.0,0.2265625,0.61328125,0.91015625,0.98828125,0.54296875,0.86328125,0.98046875,276.87208399784186,81479.52071815981,41455.94204681579,69.43608442914834,16.0
1,512,10000,Bolt,4,16,True,0.7383521314347515,0.16875440068377345,LabelMe,6.586773157119751,0.010450000000000001,0.045950000000000005,0.03398828125,0.0993117810869934,153437.60813359456,141737.78322554252,True,256,20.0,0.1953125,0.60546875,0.94140625,0.984375,0.47265625,0.85546875,0.984375,175.00127055229282,32668.898805404348,17161.433456387025,45.20458063612089,8.0
2,512,10000,Bolt,4,16,True,0.7386903294315741,0.16762060696153144,LabelMe,6.735046863555908,0.01025,0.045200000000000004,0.033731640625,0.09816662321244095,830020.0447475406,769178.7373374023,True,256,20.0,0.17578125,0.578125,0.9296875,0.984375,0.4296875,0.85546875,0.984375,406.1145072887171,175822.4659524624,91611.72737495683,104.37180137424399,16.0
3,512,10000,Bolt,4,16,True,0.7382751505816559,0.1682710802214623,LabelMe,6.128133773803711,0.011300000000000001,0.0453,0.034587890625,0.09884362002957266,429774.6039579547,394668.5746716165,True,256,20.0,0.16796875,0.55078125,0.91796875,0.984375,0.39453125,0.83984375,0.98046875,293.5479087972358,91877.257367332,48206.747923171875,75.54391178713037,32.0
4,512,10000,Bolt,4,32,True,0.7675279752688988,0.15911939327433255,LabelMe,6.44094705581665,0.00845,0.03245,0.028251171875,0.08533252465649724,755756.4039491424,685180.9786192299,True,256,0.0,0.21484375,0.71484375,0.9609375,0.98828125,0.5546875,0.94140625,0.98828125,390.033625891147,161902.8743684806,83998.7688401903,98.87691865488777,16.0
5,512,10000,Bolt,4,32,True,0.766608067833046,0.1637571189950707,LabelMe,6.436484098434448,0.00925,0.03225,0.02761953125,0.08550352200219752,1327904.1171688074,1205922.045040204,True,256,20.0,0.16015625,0.62109375,0.9375,0.9921875,0.4375,0.87890625,0.9921875,515.1910382540724,281205.4431114644,138168.21165325402,125.63294637217953,8.0
6,512,10000,Bolt,4,32,True,0.7660517311943231,0.16288253960496746,LabelMe,6.182682037353516,0.00865,0.03155,0.027232031249999997,0.08445877640304188,840733.5695454624,763194.0642650932,True,256,20.0,0.14453125,0.60546875,0.9453125,0.99609375,0.4375,0.87890625,0.9921875,410.0123574051737,178107.13280289227,87492.22723994745,99.98499676423664,16.0
7,512,10000,Bolt,4,32,True,0.8096218744142147,0.11669446755893778,LabelMe,5.95246696472168,0.0064,0.016149999999999998,0.013297265625,0.03803048469268691,266373.27643695613,243201.29600738647,True,256,20.0,0.2734375,0.7734375,0.98828125,0.99609375,0.65625,0.953125,0.99609375,230.1220032112433,55602.24465983901,24989.323977704826,51.44033726448052,32.0
8,512,10000,Bolt,4,64,True,0.835383519715428,0.09997704255763636,LabelMe,6.655569076538086,0.0049,0.0116,0.008990624999999999,0.032569807091605174,1312424.7562773572,1172081.7892166753,True,256,0.0,0.3046875,0.80078125,1.0,1.0,0.65234375,0.97265625,1.0,512.2607838716898,272745.28907675884,107798.74328699587,101.65716100659652,16.0
9,512,10000,Bolt,4,64,True,0.8174821185445749,0.11704705983986582,LabelMe,6.630570888519287,0.0056500000000000005,0.0137,0.010667578125,0.03568614494463533,1366396.3934703271,1229965.083323283,True,256,20.0,0.30078125,0.8203125,0.99609375,1.0,0.62890625,0.96875,1.0,521.5697947707304,283522.1179910173,115808.24278807927,107.17773637204628,8.0
10,512,10000,Bolt,4,64,True,0.8362861068221834,0.1018201764067938,LabelMe,6.3779308795928955,0.0056500000000000005,0.01125,0.0097703125,0.02643057935237788,2650968.6269568405,2380793.2633570693,True,256,20.0,0.32421875,0.81640625,1.0,1.0,0.69921875,0.97265625,1.0,726.4582586185306,547957.8107344816,213109.9430976524,142.18371643550998,16.0
11,512,10000,Bolt,4,64,True,0.8776579288754849,0.06735697139649462,LabelMe,6.463032007217407,0.0041,0.009850000000000001,0.0057828125,0.006656377456232764,1289198.4145116527,1172444.9849195993,True,256,20.0,0.375,0.88671875,1.0,1.0,0.76171875,0.99609375,1.0,503.29175793957086,261157.85403784653,91537.63972917748,88.62990707398409,32.0
12,512,10000,PQ,4,16,,0.7605707812240533,0.1482118446383227,LabelMe,5.395514011383057,0.0118,0.050449999999999995,0.03872421875,0.11508283684080416,1.4545015183567436,1.6409328394446896,True,256,,0.21484375,0.59375,0.95703125,0.98828125,0.4609375,0.87109375,0.984375,-0.4837027048235346,0.249734688560572,0.11285390367474142,0.1255642540971284,
13,512,10000,PQ,4,32,,0.8018010879870884,0.12820731475397545,LabelMe,5.402153015136719,0.00735,0.0214,0.016928515625,0.05503458720133759,1.179126760233838,1.388578748876083,True,256,,0.23046875,0.70703125,0.97265625,1.0,0.54296875,0.94921875,1.0,-0.4297287771807053,0.20130233595743532,0.1051646798995029,0.1289787347596919,
14,512,10000,PQ,4,64,,0.850386147446877,0.08514502029464795,LabelMe,5.914170026779175,0.006,0.01465,0.00943359375,0.017271149975029484,0.9509420796880012,1.1566510031815327,True,256,,0.2734375,0.7734375,0.9921875,1.0,0.67578125,0.96875,1.0,-0.3826656968997303,0.16070943810207095,0.08802981747246756,0.11948390066580024,
15,512,10000,PQ,8,8,,0.8162837136052118,0.11853468824020032,LabelMe,7.801568984985352,0.00955,0.02765,0.025800390625000003,0.07598222576800387,1.135987729065924,1.2503136988847545,True,256,,0.17578125,0.51953125,0.953125,1.0,0.3671875,0.90234375,0.99609375,-0.42893230280866973,0.19863039701010976,0.09782066533821668,0.12102675992259435,
16,512,10000,PQ,8,16,,0.9012962995159202,0.04705852327935815,LabelMe,8.14655590057373,0.0045,0.0106,0.0064203125,0.009998307351864301,0.5170646629871924,0.6744388815372122,True,256,,0.22265625,0.8203125,0.99609375,1.0,0.66796875,0.9921875,1.0,-0.280742413223421,0.08962827737957456,0.05978480695859318,0.10398064626200758,
17,512,10000,PQ,8,32,,0.9391818557160625,0.027914896743977135,LabelMe,8.795637130737305,0.0034,0.0075,0.004291796875,0.0041285651134795286,0.360858141723303,0.4756773206779665,True,256,,0.45703125,0.9375,1.0,1.0,0.87890625,0.99609375,1.0,-0.23412391505271285,0.06275062161173509,0.04325026392693929,0.08908767598341068,
18,512,10000,OPQ,4,16,False,0.7543793320655823,0.13007080554962158,LabelMe,5.354077100753784,0.0058,0.0161,0.012177734375,0.03229847151266517,1.1581733226776123,1.4272270202636719,True,256,20.0,0.2421875,0.7421875,0.984375,1.0,0.60546875,0.95703125,0.99609375,-0.41298121213912964,0.1904297024011612,0.10806726664304733,0.14098303020000458,
19,512,10000,OPQ,4,32,False,0.8481167554855347,0.08674152195453644,LabelMe,5.4368908405303955,0.0035,0.00695,0.00504609375,0.00947964020895366,0.8028116822242737,1.0554975271224976,True,256,20.0,0.34765625,0.93359375,1.0,1.0,0.7734375,1.0,1.0,-0.3372291326522827,0.1306278258562088,0.08475986123085022,0.13001687824726105,
20,512,10000,OPQ,4,64,False,0.8984991312026978,0.05031854659318924,LabelMe,5.681566953659058,0.00265,0.005,0.0031375,0.0029728458587690004,0.5493130683898926,0.8035144209861755,True,256,20.0,0.453125,0.98828125,1.0,1.0,0.9375,1.0,1.0,-0.2697519361972809,0.08622211962938309,0.06407535076141357,0.11599995940923691,
21,512,10000,OPQ,8,8,False,0.8709820508956909,0.06283028423786163,LabelMe,6.671149969100952,0.005549999999999999,0.01185,0.007910156250000001,0.011600382805131301,0.6778865456581116,0.875994086265564,True,256,20.0,0.2890625,0.8046875,0.98828125,1.0,0.67578125,0.97265625,1.0,-0.31675097346305847,0.1140650287270546,0.07258055359125137,0.11719118058681488,
22,512,10000,OPQ,8,16,False,0.9221760034561157,0.03750180825591087,LabelMe,6.957705020904541,0.0028,0.0055,0.003328125,0.0022460012209201937,0.3931834399700165,0.5661146640777588,True,256,20.0,0.45703125,0.9453125,1.0,1.0,0.8984375,1.0,1.0,-0.23179560899734497,0.06411498785018921,0.04910565912723541,0.10191065818071365,
23,512,10000,OPQ,8,32,False,0.9555044174194336,0.01905699260532856,LabelMe,7.594367980957031,0.0017,0.0028,0.0019167968749999999,0.0008930236852907287,0.2318626195192337,0.37277260422706604,True,256,20.0,0.61328125,0.99609375,1.0,1.0,0.96484375,1.0,1.0,-0.1716889590024948,0.036540497094392776,0.03190360963344574,0.08404388278722763,
